Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Year Joined,Valuation(billions)
OVO Energy,$1B,2019-02-14,Other,Bristol,United Kingdom,Europe,2009,$324M,"Mitsubishi Corporation, Mayfair Equity Partners",2019,1
BigID,$1B,2020-12-16,Cybersecurity,New York,United States,North America,2015,$246M,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",2020,1
CaptivateIQ,$1B,2022-01-26,Fintech,San Francisco,United States,North America,2014,$165M,"Sequoia Capital, Y Combinator, Accel",2022,1
Flipdish,$1B,2022-01-13,Internet software & services,Dublin,Ireland,Europe,2015,$157M,"Tencent Holdings, Tiger Global Management, Global Founders Capital",2022,1
Honor Technology,$1B,2021-10-05,Internet software & services,San Francisco,United States,North America,2014,$325M,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",2021,1
Incode Technologies,$1B,2021-12-07,Cybersecurity,San Francisco,United States,North America,2015,$257M,"Dila Capital, Framework Ventures, 3L",2021,1
Kuaikan Manhua,$1B,2017-12-01,Internet software & services,Beijing,China,Asia,2014,$594M,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",2017,1
Marshmallow,$1B,2021-09-08,Fintech,London,United Kingdom,Europe,2017,$116M,"Passion Capital, Hedosophia, Outrun Ventures",2021,1
Mythical Games,$1B,2021-11-04,Internet software & services,Sherman Oaks,United States,North America,2018,$260M,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",2021,1
Route,$1B,2022-01-21,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,$482M,"Madrona Venture Group, Banner Ventures, FJ Labs",2022,1
Tackle.io,$1B,2021-12-21,Internet software & services,Boise,United States,North America,2016,$148M,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",2021,1
Nexii,$1B,2021-09-08,Other,Vancouver,Canada,North America,2020,$45M,"Trane Technologies, Honeywell",2021,1
GalaxySpace,$1B,2020-11-17,Mobile & telecommunications,Beijing,China,Asia,2016,$14M,"Shunwei Capital Partners, 5Y Capital, Legend Capital",2020,1
Insider,$1B,2022-02-28,Internet software & services,Istanbul,Turkey,Europe,2012,$167M,"Wamda Capital, Endeavor, Riverwood Capital",2022,1
Spiber,$1B,2021-09-08,Other,Tsuruoka,Japan,Asia,2007,$520M,"Cool Japan Fund, JAFCO, The Carlyle Group",2021,1
Ada Support,$1B,2021-05-07,Artificial intelligence,Toronto,Canada,North America,2016,$191M,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",2021,1
AgentSync,$1B,2021-12-07,Fintech,Denver,United States,North America,2018,$111M,"Craft Ventures, Caffeinated Capital, Operator Collective",2021,1
Alation,$1B,2021-06-03,Internet software & services,Redwood City,United States,North America,2012,$192M,"Costanoa Ventures, Data Collective, Salesforce Ventures",2021,1
BigPanda,$1B,2022-01-12,Artificial intelligence,Mountain View,United States,North America,2012,$317M,"Advent International, Battery Ventures, Sequoia Capital Israel",2022,1
CarDekho,$1B,2021-10-13,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,$448M,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",2021,1
Copado,$1B,2021-09-13,Data management & analytics,Chicago,United States,North America,2013,$271M,"Insight Partners, Salesforce Ventures, Perpetual Investors",2021,1
DailyPay,$1B,2021-05-18,Fintech,New York,United States,North America,2016,$189M,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",2021,1
FloQast,$1B,2021-07-21,Fintech,Los Angeles,United States,North America,2013,$230M,"Polaris Partners, Insight Partners, Norwest Venture Partners",2021,1
Gem,$1B,2021-09-28,Internet software & services,San Francisco,United States,North America,2017,$148M,"Accel, Greylock Partners, Meritech Capital Partners",2021,1
GrubMarket,$1B,2021-09-14,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,$382M,"GGV Capital, BlackRock, ACE & Company",2021,1
Helium Systems,$1B,2022-02-22,Internet software & services,San Francisco,United States,North America,2013,$365M,"FirstMark Capital, Tiger Global Management, FTX Venture",2022,1
Inari,$1B,2021-05-12,Other,Cambridge,United States,North America,2016,$337M,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai",2021,1
Jokr,$1B,2021-12-02,E-commerce & direct-to-consumer,New York,United States,North America,2021,$430M,"GGV Capital, Tiger Global Management, Greycroft",2021,1
LivSpace,$1B,2022-02-08,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$427M,"Jungle Ventures, Helion Venture Partners, INGKA Investments",2022,1
Merama,$1B,2021-12-09,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,$345M,"SoftBank Latin America Fund, Advent International, Balderton Capital",2021,1
MindTickle,$1B,2021-08-03,Internet software & services,San Francisco,United States,North America,2012,$281M,"Qualcomm Ventures, Accel, Canaan Partners",2021,1
MyGlamm,$1B,2021-11-10,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,$310M,"L'Occitane, Trifecta Capital, Bessemer Venture Partners",2021,1
Oda,$1B,2021-06-02,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,$337M,"Kinnevik, Softbank Group, Prosus Ventures",2021,1
Offchain Labs,$1B,2021-08-31,Internet software & services,Princeton,United States,North America,2018,$124M,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners",2021,1
Phantom,$1B,2022-01-31,Fintech,San Francisco,United States,North America,2021,$118M,"Paradigm, Andreessen Horowitz, Jump Capital",2022,1
Pilot.com,$1B,2021-03-26,Fintech,San Francisco,United States,North America,2016,$161M,"Index Ventures, Sequoia Capital, Bezos Expeditions",2021,1
Prime Medicine,$1B,2021-07-13,Health,Cambridge,United States,North America,2019,$315M,"Newpath Partners, Google Ventures, F-Prime Capital",2021,1
Public,$1B,2021-02-17,Fintech,New York,United States,North America,2008,$309M,"Accel, Greycroft, Advancit Capital",2021,1
Qumulo,$1B,2020-07-16,Data management & analytics,Seattle,United States,North America,2012,$347M,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners",2020,1
Rohlik,$1B,2021-07-01,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,$380M,"Partech Partners, Index Ventures, Quadrille Capital",2021,1
SeekOut,$1B,2022-01-12,Internet software & services,Bellevue,United States,North America,2017,$189M,"Mayfield, Madrona Venture Group, Tiger Global Management",2022,1
SmartMore,$1B,2021-06-24,Artificial intelligence,Shenzhen,China,Asia,2019,$300M,"IDG Capital, ZhenFund, Sequoia Capital China",2021,1
Tealium,$1B,2021-02-03,Internet software & services,San Diego,United States,North America,2008,$264M,"Georgian Partners, Silver Lake, Presidio Ventures",2021,1
UpGrad,$1B,2021-08-09,Edtech,Mumbai,India,Asia,2015,$194M,"Qualcomm Ventures, Accel, Canaan Partners",2021,1
Workhuman,$1B,2020-06-23,Internet software & services,Dublin,Ireland,Europe,1999,$9M,ICG,2020,1
Xpressbees,$1B,2022-02-09,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,$573M,"Norwest Venture Partners, Investcorp, Blackstone",2022,1
L&P Cosmetic,$1B,2016-01-01,Consumer & retail,Seoul,South Korea,Asia,2009,$33M,CDIB Capital,2016,1
Mininglamp Technology,$1B,2019-03-27,Artificial intelligence,Beijing,China,Asia,2014,$787M,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China",2019,1
Luoji Siwei,$1B,2017-07-20,Edtech,Beijing,China,Asia,2012,$144M,"Sequoia Capital China, Qiming Venture Partners, Tencent Holdings",2017,1
IRL,$1B,2021-06-15,Internet software & services,San Francisco,United States,North America,2017,$197M,"Goodwater Capital, Floodgate, Founders Fund",2021,1
Modern Health,$1B,2021-02-11,Health,San Francisco,United States,North America,2017,$167M,"Kleiner Perkins Caufield & Byers, Afore Capital, Founders Fund",2021,1
Tuhu,$1B,2018-09-15,Auto & transportation,Shanghai,China,Asia,2011,$875M,"Qiming Venture Partners, Yaxia Automobile, Far East Horizon",2018,1
CloudBees,$1B,2021-12-09,Data management & analytics,San Jose,United States,North America,2010,$236M,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures",2021,1
Elemy,$1B,2021-10-06,Health,San Francisco,United States,North America,2019,$323M,"General Catalyst, Bling Capital, Felicis Ventures",2021,1
Guideline,$1B,2021-06-16,Fintech,San Mateo,United States,North America,2015,$339M,"Pelion Venture Partners, Foundation Capital, Thoma Bravo",2021,1
Happy Money,$1B,2022-02-08,Fintech,Tustin,United States,North America,2009,$192M,"FirstMark Capital, Anthemis, CMFG Ventures",2022,1
Rebellion Defense,$1B,2021-09-16,Artificial intelligence,Washington DC,United States,North America,2019,$150M,"Venrock, Innovation Endeavors, Insights Partners",2021,1
STORD,$1B,2021-09-13,"Supply chain, logistics, & delivery",Atlanta,United States,North America,2015,$205M,"Dynamo VC, Susa Ventures, Founders Fund",2021,1
At-Bay,$1B,2021-07-27,Fintech,Mountain View,United States,North America,2016,$292M,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures",2021,1
TELD,$1B,2019-12-16,Fintech,Qingdao,China,Asia,2014,$396M,"China Reform Fund, Gaopeng Capital, Jinhui Xingye",2019,1
Acko General Insurance,$1B,2021-10-28,Fintech,Bengaluru,India,Asia,2016,$458M,"Intact Ventures, Munich Re Ventures, General Atlantic",2021,1
apna,$1B,2021-09-15,Internet software & services,Bengaluru,India,Asia,2019,$193M,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners",2021,1
Beyond Identity,$1B,2022-02-22,Cybersecurity,New York,United States,North America,2019,$205M,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners",2022,1
Carousell,$1B,2021-09-15,E-commerce & direct-to-consumer,,Singapore,Asia,2012,$288M,"500 Global, Rakuten Ventures, Golden Gate Ventures",2021,1
Chief,$1B,2022-03-31,Other,New York,United States,North America,2019,$140M,"General Catalyst, Inspired Capital, Flybridge Capital Partners",2022,1
CoinDCX,$1B,2021-08-10,Fintech,Maharashtra,India,Asia,2017,$109M,"Polychain Capital, Coinbase Ventures, Jump Capital",2021,1
Daily Harvest,$1B,2021-11-16,E-commerce & direct-to-consumer,New York,United States,North America,2014,$120M,"M13, Lightspeed Venture Partners, Lone Pine Capital",2021,1
Enpal,$1B,2021-10-18,Internet software & services,Berlin,Germany,Europe,2017,$304M,"HV Capital, Softbank Group, BlackRock",2021,1
eSentire,$1B,2022-02-22,Cybersecurity,Waterloo,Canada,North America,2001,$186M,"Edison Partners, Georgian Partners, VentureLink",2022,1
Firefly Aerospace,$1B,2021-05-04,Other,Cedar Park,United States,North America,2014,$172M,"XBTO Ventures, Raven One Ventures, SK Ventures",2021,1
Fundbox,$1B,2021-11-30,Fintech,San Francisco,United States,North America,2013,$404M,"Khosla Ventures, General Catalyst, Blumberg Capital",2021,1
G2,$1B,2021-06-22,Internet software & services,Chicago,United States,North America,2012,$258M,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners",2021,1
Gaussian Robotics,$1B,2021-11-10,Hardware,Shanghai,China,Asia,2013,$325M,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping",2021,1
GetYourGuide,$1B,2019-05-16,Travel,Berlin,Germany,Europe,2009,$656M,"Spark Capital, Highland Europe, Sunstone Capital",2019,1
GlobalBees,$1B,2021-12-28,E-commerce & direct-to-consumer,New Delhi,India,Asia,2021,$185M,"Chiratae Ventures, SoftBank Group, Trifecta Capital",2021,1
Ivalua,$1B,2019-05-21,Fintech,Redwood City,United States,North America,2000,$134M,"Ardian, Tiger Global Management, KKR",2019,1
Juanpi,$1B,2016-04-14,E-commerce & direct-to-consumer,Wuhan,China,Asia,2012,$136M,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital",2016,1
Karat,$1B,2021-10-13,Internet software & services,Seattle,United States,North America,2014,$169M,"8VC, Norwest Venture Partners, Tiger Global Management",2021,1
LEAD School,$1B,2022-01-13,Edtech,Andheri,India,Asia,2012,$166M,"WestBridge Capital, GSV Ventures, Elevar Equity",2022,1
Nexthink,$1B,2021-02-08,Data management & analytics,Prilly,Switzerland,Europe,2004,$346M,"Auriga, Galeo Ventures, Highland Europe",2021,1
People.ai,$1B,2021-08-11,Internet software & services,San Francisco,United States,North America,2017,$200M,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital",2021,1
Pharmapacks,$1B,2020-11-12,E-commerce & direct-to-consumer,Islandia,United States,North America,2010,$433M,The Carlyle Group,2020,1
Rightway,$1B,2021-03-30,Health,New York,United States,North America,2017,$130M,"Thrive Capital, Khosla Ventures, Tiger Global Management",2021,1
Sennder,$1B,2021-01-14,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2015,$340M,"Accelm Scania Growth Capital, Lakestar",2021,1
Sisense,$1B,2020-01-09,Data management & analytics,New York,United States,North America,2004,$274M,"Opus Capital, Genesis Partners, Battery Ventures",2020,1
Staffbase,$1B,2022-03-15,Internet software & services,Chemnitz,Germany,Europe,2014,$307M,"Insight Partners, e.ventures, General Atlantic",2022,1
Sunbit,$1B,2021-05-20,Fintech,Los Angeles,United States,North America,2016,$210M,"Zeev Ventures, Group11, Chicago Ventures",2021,1
TangoMe,$1B,2014-03-20,Mobile & telecommunications,Mountain View,United States,North America,2009,$361M,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group",2014,1
The Bank of London,$1B,2021-11-30,Fintech,London,United Kingdom,Europe,2018,$90M,"Mangrove Capital Partners,14W, ForgeLight",2021,1
Zego,$1B,2021-03-09,Fintech,London,United Kingdom,Europe,2016,$202M,"LocalGlobe, Balderton Capital, Target Global",2021,1
Nxin,$1B,2018-09-18,Internet software & services,Beijing,China,Asia,2015,$53M,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund",2018,1
Mamaearth,$1B,2021-12-28,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2016,$111M,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners",2021,1
Radius Payment Solutions,$1B,2017-11-27,Fintech,Crewe,United Kingdom,Europe,1990,$200M,Inflexion Private Equity,2017,1
Rivigo,$1B,2019-07-11,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2014,$247M,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors",2019,1
Rubicon,$1B,2017-08-25,Other,Atlanta,United States,North America,2008,$223M,"Goldman Sachs, Leonardo DiCaprio, Promecap",2017,1
Socar,$1B,2020-10-16,Auto & transportation,Jeju-do,South Korea,Asia,2012,$408M,"Bain Capital, Altos Ventures, Songhyun Investment",2020,1
MobileCoin,$1B,2021-07-07,Fintech,San Francisco,United States,North America,2018,$107M,"General Catalyst, Future Ventures, AU21",2021,1
Density,$1B,2021-11-10,Hardware,San Francisco,United States,North America,2014,$217M,"Founders Fund, Upfront Ventures, 01 Advisors",2021,1
Instabase,$1B,2019-10-21,Data management & analytics,San Francisco,United States,North America,2015,$132M,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz",2019,1
Jiuxian,$1B,2015-07-30,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,$250M,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth",2015,1
Matrixport,$1B,2021-06-01,Fintech,,Singapore,Asia,2019,$100M,"Dragonfly Captial, Qiming Venture Partners, DST Global",2021,1
Mixpanel,$1B,2021-11-15,Internet software & services,San Francisco,United States,North America,2009,$277M,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital",2021,1
Sendbird,$1B,2021-04-06,Mobile & telecommunications,San Mateo,United States,North America,2013,$221M,"FundersClub, Y Combinator, Tiger Global Management",2021,1
OrCam Technologies,$1B,2018-02-20,Artificial intelligence,Jerusalem,Israel,Asia,2010,$86M,"Intel Capital, Aviv Venture Capital",2018,1
Leap Motor,$1B,2018-11-20,Auto & transportation,Hangzhou,China,Asia,2015,$1B,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group",2018,1
1KMXC,$1B,2021-08-30,Hardware,Hangzhou,China,Asia,2014,$86M,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group",2021,1
58 Daojia,$1B,2015-10-12,Internet software & services,Beijing,China,Asia,2014,$300M,"KKR, Alibaba Group, Ping An Insurance",2015,1
Agile Robots,$1B,2021-09-09,Hardware,Munich,Germany,Europe,2018,$240M,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture",2021,1
Aibee,$1B,2021-04-13,Artificial intelligence,Beijing,China,Asia,2017,$273M,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures",2021,1
Aircall,$1B,2021-06-23,Internet software & services,New York,United States,North America,2014,$226M,"Balderton Capital, Next World Capital, Draper Esprit",2021,1
Ajaib,$1B,2021-10-04,Fintech,Jakarta,Indonesia,Asia,2018,$245M,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners",2021,1
Alto Pharmacy,$1B,2020-01-30,Health,San Francisco,United States,North America,2015,$524M,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group",2020,1
Amagi,$1B,2022-03-16,Internet software & services,Bengaluru,India,Asia,2008,$240M,"Mayfield, Accel, Norwest Venture Partners",2022,1
Amount,$1B,2021-05-17,Fintech,Chicago,United States,North America,2019,$243M,"Invus Group, Hanaco Venture Capital, WestCap Group",2021,1
Amperity,$1B,2021-07-13,Artificial intelligence,Seattle,United States,North America,2016,$187M,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners",2021,1
Anyscale,$1B,2021-12-07,Artificial intelligence,Berkeley,United States,North America,2019,$160M,"Andreessen Horowitz, Intel Capital, Foundation Capital",2021,1
Aptos,$1B,2022-03-15,Internet software & services,Palo Alto,United States,North America,2021,$200M,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management",2022,1
Aqua Security,$1B,2021-03-10,Cybersecurity,Ramat Gan,Israel,Asia,2015,$265M,"TLV Partners, Lightspeed Venture Partners, M12",2021,1
Assembly,$1B,2021-09-21,Internet software & services,Culver City,United States,North America,2019,Unknown,"Advent International, PSG, Providence Equity Partners",2021,1
Assent,$1B,2022-01-06,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,$534M,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures",2022,1
Augury,$1B,2021-10-26,Artificial intelligence,New York,United States,North America,2011,$294M,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures",2021,1
Axelar,$1B,2022-02-15,Internet software & services,Waterloo,Canada,North America,2020,$64M,"Lemniscap VC, North Island Ventures, Polychain Capital",2022,1
Axiom Space,$1B,2021-02-16,Other,Houston,United States,North America,2016,$150M,"C5 Capital, Hemisphere Ventures, The Venture Collective",2021,1
Banma Network Technologies,$1B,2018-09-13,Auto & transportation,Shanghai,China,Asia,2015,$697M,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital",2018,1
BeiBei,$1B,2015-01-22,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,$224M,"Banyan Capital, New Horizon Capital, IDG Capital Partners",2015,1
BenevolentAI,$1B,2015-06-02,Artificial intelligence,London,United Kingdom,Europe,2013,$292M,Woodford Investment Management,2015,1
Berlin Brands Group,$1B,2021-09-01,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,$800M,"Ardian, Bain Capital",2021,1
Betterfly,$1B,2022-02-01,Artificial intelligence,Santiago,Chile,South America,2018,$205M,"QED Investors, DST Global, Endeavor",2022,1
BitFury,$1B,2018-11-06,Hardware,Amsterdam,Netherlands,Europe,2011,$170M,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital",2018,1
BlackBuck,$1B,2021-07-22,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,$352M,"Accel, Sands Capital, International Finance Corporation",2021,1
Bluecore,$1B,2021-08-05,Artificial intelligence,New York,United States,North America,2013,$238M,"FirstMark Capital, Georgian Partners, Norwest Venture Partners",2021,1
BlueVoyant,$1B,2022-02-23,Cybersecurity,New York,United States,North America,2017,$526M,"8VC, Liberty Strategic Capital, Eden Global Partners",2022,1
bolttech,$1B,2021-07-01,Fintech,,Singapore,Asia,2018,$210M,"Mundi Ventures, Doqling Capital Partners, Activant Capital",2021,1
Boom Supersonic,$1B,2020-12-16,Other,Englewood,United States,North America,2014,$241M,"WRVI Capital, Caffeinated Capital, Y Combinator",2020,1
Bringg,$1B,2021-06-16,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,2013,$185M,"Salesforce Ventures, next47, Pereg Ventures",2021,1
C2FO,$1B,2019-08-07,Fintech,Leawood,United States,North America,2008,$538M,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management",2019,1
Cadence,$1B,2021-12-14,Health,New York,United States,North America,2020,$141M,"Thrive Capital, General Catalyst, Coatue Management",2021,1
CAIS,$1B,2022-01-11,Fintech,New York,United States,North America,2009,$406M,"Franklin Templeton, Motive Partners, Apollo Global Management",2022,1
Cameo,$1B,2021-03-30,Internet software & services,Chicago,United States,North America,2016,$165M,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures",2021,1
Capsule,$1B,2021-04-28,Health,New York,United States,North America,2016,$570M,"Thrive Capital, Durable Capital Partners, G Squared",2021,1
CargoX,$1B,2021-10-21,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,$390M,"Valor Capital Group, Lightrock, Softbank Group",2021,1
Carro,$1B,2021-06-14,E-commerce & direct-to-consumer,,Singapore,Asia,2015,$595M,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures",2021,1
Carson Group,$1B,2021-07-14,Fintech,Lincoln,United States,North America,2012,Unknown,Bain Capital,2021,1
CHEQ,$1B,2022-02-22,Cybersecurity,New York,United States,North America,2014,$182M,"Battery Ventures, Tiger Global Management, Hanaco Ventures",2022,1
Chronosphere,$1B,2021-10-07,Data management & analytics,New York,United States,North America,2019,$254M,"Greylock Partners, Lux Capital, General Atlantic",2021,1
Cider,$1B,2021-09-02,E-commerce & direct-to-consumer,,Hong Kong,Asia,2020,$140M,"Andreessen Horowitz, DST Global, IDG Capital",2021,1
Clara,$1B,2021-12-06,Fintech,Mexico City,Mexico,North America,2020,$109M,"DST Global, General Catalyst, Monashees+",2021,1
Clearcover,$1B,2021-04-13,Fintech,Chicago,United States,North America,2016,$305M,"American Family Ventures, Cox Enterprises, OMERS Ventures",2021,1
CommerceIQ,$1B,2022-03-21,Artificial intelligence,Palo Alto,United States,North America,2012,$196M,"Trinity Ventures, Madrona Venture Group, Shasta Ventures",2022,1
Contrast Security,$1B,2021-11-09,Cybersecurity,Los Altos,United States,North America,2014,$269M,"Acero Capital, General Catalyst, M12",2021,1
Darwinbox,$1B,2022-01-25,Internet software & services,Hyderabad,India,Asia,2015,$107M,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners",2022,1
Dental Monitoring,$1B,2021-10-21,Health,Paris,France,Europe,2014,$232M,"Vitruvian Partners, Merieux Equity Partners, Straumann",2021,1
DianRong,$1B,2017-08-02,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,$549M,"Standard Chartered, FinSight Ventures, Affirma Capital",2017,1
Drata,$1B,2021-11-08,Cybersecurity,San Diego,United States,North America,2020,$128M,"Cowboy Ventures, Leaders Fund, GGV Capital",2021,1
DriveNets,$1B,2021-01-27,Internet software & services,Ra'anana,Israel,Asia,2015,$325M,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners",2021,1
Dune Analytics,$1B,2022-02-02,Data management & analytics,Oslo,Norway,Europe,2018,$79M,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners",2022,1
Dxy.cn,$1B,2018-04-10,Health,Hangzhou,China,Asia,2000,$682M,"Tencent Holdings, DCM Ventures",2018,1
EBANX,$1B,2019-10-16,Fintech,Curitiba,Brazil,South America,2012,$460M,"FTV Capital, Endeavor",2019,1
EcoFlow,$1B,2021-06-10,Hardware,Shenzhen,China,Asia,2017,$105M,"Delian Capital, China International Capital Corporation, Sequoia Capital China",2021,1
Electric,$1B,2022-03-29,Cybersecurity,New York,United States,North America,2016,$209M,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners",2022,1
Emerging Markets Property Group,$1B,2020-04-28,Other,Dubai,United Arab Emirates,Asia,2015,$279M,"OLX Group, KCK Group, EXOR Seeds",2020,1
Esusu,$1B,2022-01-27,Fintech,New York,United States,North America,2015,$145M,"Next Play Ventures, Zeal Capital Partners, SoftBank Group",2022,1
Evidation,$1B,2021-03-22,Health,San Mateo,United States,North America,2012,$259M,"B Capital Group,, GE Ventures, McKesson Ventures",2021,1
Expel,$1B,2021-11-18,Cybersecurity,Herndon,United States,North America,2016,$258M,"Paladin Capital Group, Greycroft, Scale Venture Partners",2021,1
Fabric,$1B,2021-10-26,"Supply chain, logistics, & delivery",New York,United States,North America,2015,$294M,"Innovation Endeavors, Aleph, Temasek",2021,1
Feedzai,$1B,2021-03-24,Artificial intelligence,San Mateo,United States,North America,2009,$277M,"Global Founders Capital, Shea Ventures, Greycroft",2021,1
Fever Labs,$1B,2022-01-26,Internet software & services,New York,United States,North America,2012,$299M,"Accel, 14W, GS Growth",2022,1
Fiture,$1B,2021-04-14,Health,Chengdu,China,Asia,2019,$391M,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital",2021,1
FLASH,$1B,2022-03-16,Fintech,Austin,United States,North America,2011,$314M,"L Catterton, Trellis Partners, Vista Equity Partners",2022,1
Flash Express,$1B,2021-02-01,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,$350M,"SCB 10X, Krungsri Finnovate, eWTP Capital",2021,1
FlashEx,$1B,2018-08-27,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,$359M,"Prometheus Capital, Matrix Partners China, JD Capital Management",2018,1
Fractal Analytics,$1B,2022-01-05,Data management & analytics,Mumbai,India,Asia,2000,$685M,"TPG Capital, Apax Partners, TA Associates",2022,1
Freshbooks,$1B,2021-08-10,Fintech,Toronto,Canada,North America,2004,$156M,"Accomplice, Oak Investment Partners, Georgian Partners",2021,1
FXiaoKe,$1B,2015-07-02,Mobile & telecommunications,Beijing,China,Asia,2011,$283M,"IDG Capital, Northern Light Venture Capital, DCM Ventures",2015,1
Gauntlet Networks,$1B,2022-03-07,Fintech,New York,United States,North America,2018,$45M,"Polychain Capital, Paradigm, Ribbit Capital",2022,1
Geek+,$1B,2018-11-21,Hardware,Beijing,China,Asia,2015,$439M,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus",2018,1
Gelato,$1B,2021-08-16,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,$269M,"Greylock Partners, Google Ventures, BlackRock",2021,1
Glia,$1B,2022-03-21,Fintech,New York,United States,North America,2012,$152M,"Wildcat Capital Management, Insight Partners, Tola Capital",2022,1
GO1,$1B,2021-07-19,Internet software & services,Brisbane,Australia,Oceania,2015,$284M,"Y Combinator, M12, SEEK",2021,1
Groq,$1B,2021-04-14,Artificial intelligence,Mountain View,United States,North America,2016,$362M,"TDK Ventures, Social Capital, D1 Capital Partners",2021,1
Hailo,$1B,2021-10-12,Artificial intelligence,Tel Aviv,Israel,Asia,2017,$221M,"Glory Ventures, Maniv Mobility",2021,1
Haomao.AI,$1B,2021-12-22,Artificial intelligence,Beijing,China,Asia,2019,$157M,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management",2021,1
Hasura,$1B,2022-02-22,Internet software & services,Bengaluru,India,Asia,2017,$137M,"Nexus Venture Partners, Vertex Ventures, STRIVE",2022,1
HAYDON,$1B,2021-09-24,Consumer & retail,Shanghai,China,Asia,2020,$100M,"Tencent Holdings, Hillhouse Capital Management",2021,1
Heyday,$1B,2021-11-16,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,$800M,"Khosla Ventures,General Catalyst, Victory Park Capital",2021,1
HMD Global,$1B,2018-05-21,Mobile & telecommunications,Espoo,Finland,Europe,2016,$330M,Ginko Ventures,2018,1
